Unnamed: 0,id,free_text,CLEAN,OFFENSIVE,HATE,label_id
13,test_qwwbqppgwn,""" sai với dân_tộc vn cái tư_tưởng của bọn họ diễn_giải với dân_chúng bọn họ như_vậy việc này cần được lên_án thậm_chí cục điện_ảnh cần có văn_bản gửi sang phía hq đề_nghị k cho phép xuất_hiện thêm những ấn_phẩm như vậy tỏ ra quan_điểm là vn bọn tao k cho phép ch mày nói gì thì nói nhiều khi thấy tq độc_tài cấm nọ cấm kia nhưng riêng trường_hợp này thì cần cách xử_lý độc_tài đấy thế_giới cần công_nhận những cuộc chiến_tranh diễn ra trên đất_nước ta từ xưa tới nay là phi_nghĩa vô nhân_đạo chúng_ta giữ_gìn chủ_quyền dân_tộc chứ chúng_ta không đánh chiếm đất_nước họ mà làm như họ tham_chiến trên đất ta là điều tuyệt_vời lắm vậy """,1.0,0.0,0.0,0.0
14,test_qzwhkmdxof,""" tôi thấy mọi người quá khắt_khe với người hq thì họ tự_hào ko có gì sai cả ngày_trước trai ko đi đánh thuê gái ko đi làm điếm thì làm gì đc bố mỹ bảo_kê """,1.0,0.0,0.0,0.0
15,test_sebnkvltas,""" một sự thâm_thuý độc_địa của anh_trai làm tôi hả_dạ trong lòng đúng thế """,1.0,0.0,0.0,0.0
16,test_qydlycduep,""" tân ăn tết sớm thế tết việt hơn tháng nữa lận mà bên tây chắc là nói tết tây hả """,1.0,0.0,0.0,0.0
17,test_rvekwblqgc,""" chuẩn bn chó hàn sao dám cãi lại chủ mỹ cãi lại nửa câu là phân cũng chả có để ăn """,0.0,0.0,1.0,2.0
18,test_vibyiqwkiv,""" đang định viết văn nghị_luận thì đọc được câu sau ạ """,1.0,0.0,0.0,0.0
19,test_iyjzmsvisz,""" cuối năm rồi mà tiền nhiều quá không tiêu hết sang năm nó cắt ngân_sách là đói rã_họng """,1.0,0.0,0.0,0.0
20,test_jembjgjocb,""" anh_em cũng_nên thông_cảm cho nước họ dù_sao bị chia_cắt thành đôi bao năm không thống_nhất được như nước mình thì họ cay cũng là điều hiển_nhiên khi nào ae quyên_góp tí nước_đái qua cho bên hàn bớt cay ae ạ """,1.0,0.0,0.0,0.0
21,test_wnelmnlhzc,""" cay mẹ gì nó cứ tuyển culi từ việt nam qua đều đều dell biết định_nghĩa cay của bây là gì luôn """,0.0,1.0,0.0,1.0
22,test_vfhttuxnfz,""" óc con chó phát_biểu xklđ chết cđm không lo """,0.0,1.0,0.0,1.0
23,test_iboujerzey,""" cay j vậy ae vn chưởi um bên này ko biết bên đó nó có biết ko mà biết chắc nó cũg đéo care có ae vn tự thủ_dâm nhau chứ nó cũng có cần vn xem đéo đâu mà cay vn tự chưởi tự cay thì có nếu nó cay thì chắc đã có đáp trả bữa giờ rồi """,0.0,1.0,0.0,1.0
24,test_uhrdgazgve,""" em thấy chỉ phù_hợp với quốc_gia họ thôi vốn_dĩ người làm phim thuộc trong nước luôn có phần thiên_vị cho nước họ xét trên nhiều góc_độ mình cũng chưa tìm_hiểu lịch_sử chuyên_sâu về họ và họ cũng vậy vd lịch_sử trước năm hiếm khi có ai nhắc về họ lắm """,1.0,0.0,0.0,0.0
25,test_niuxgmffie,""" vâng có_thể là họ thiên_vị cho nước họ nhưng có nhất_thiết là phải thêm đoạn đó ko bọn hàn xẻng sợ triều_tiên gưởi cho mấy quả nấm nên đổi thành việt nam đấy """,1.0,0.0,0.0,0.0
26,test_jogfqvjytz,""" họ k xuyên_tạc lịch_sử cái tức ở đây là họ tự_hào với cái tội_ác thối_nát của mình """,1.0,0.0,0.0,0.0
27,test_ygioxwaroa,""" khi bạn đói sắp chết thì có đồng_bào đưa lương_thực cướp được từ nơi khác về cho bạn thì liệu bạn có_ăn hay chửi họ là những kẻ sát_nhân ác_độc thối_nát tội_ác của lính đánh_thuê hàn thì khỏi phải nói nhưng trong lòng phần_lớn người dân thời đó thì họ chính là anh_hùng người đã giúp bản_thân khỏi bị chết đói vn tui thấy cả đống người đưa ra hành_vi sai_phạm của mình để khoe_khoang nói_chuyện mà """,1.0,0.0,0.0,0.0
28,test_ghabxmrfyo,""" ai_bảo ko xuyên_tạc chính_phủ của nó vẫn luôn che_đậy những hành_vi vô nhân_tính của đám lính đánh_thuê với dân_thường vn và nhảy đong đỏng mỗi khi giới_chức nhật bản thăm đền yasukuni """,0.0,1.0,0.0,1.0
29,test_ieymzibaib,""" cái tính_năng nhỏ_xíu như đầu tăm mà cũng phải update hệ điều_hành thật vl nhà apple """,0.0,0.0,1.0,2.0
30,test_xadtqyxilq,""" ngày trc còn dùng asistouch để tắt màn_hình hoặc về màn_hình chính thay_vì bấm phím nguồn vs phím home cơ clm khổ dâm vcl """,0.0,1.0,0.0,1.0
31,test_uuqizinzwk,""" bao_giờ cho iphone chia đôi màn_hình được như androi nhỉ cần nhất tính_năng này thì không có """,1.0,0.0,0.0,0.0
32,test_tfodjjjaon,""" tính_năng lại chỉ được dùng trên máy đời cao còn máy đời thấp thì cút """,0.0,1.0,0.0,1.0
33,test_oihntrcnif,""" thiếu cái chỉ cho dòng trở_nên dùng được mới đúng apple """,1.0,0.0,0.0,0.0
34,test_cwbnvcowsz,""" ỉa_chảy """,1.0,0.0,0.0,0.0
35,test_zywqqdtars,""" chắc thế thật vì cái chức_năng giới_hạn phần_trăm nạp pin máy cũ cũng không có """,1.0,0.0,0.0,0.0
36,test_aqyqfaffoz,""" đù nhìn tính_năng này của ip chỉ biết ước """,0.0,1.0,0.0,1.0
37,test_ezmrdxrjcm,""" cbi rất nhiều oto chở cứt vào chửi cửa_hàng """,0.0,1.0,0.0,1.0
38,test_bmlfykilvq,""" vậy là cấm mua hàng luôn """,1.0,0.0,0.0,0.0
39,test_okhhyzyhfi,""" đọc hiểu có vấn_đề hả """,1.0,0.0,0.0,0.0
40,test_zodsklyjgw,""" đọc hiểu kém thế """,1.0,0.0,0.0,0.0
41,test_qqxqqtbosy,""" học lớp mấy r đọc chữ dc k """,1.0,0.0,0.0,0.0
42,test_ubeexbxvfz,""" khi nao chung m bo triệu thang đê thuê măt băng kinh_doanh thi chung m se hiêu đc cam giac cua hocon đi lam thuê thi đưng co mom """,1.0,0.0,0.0,0.0
43,test_ybriyjhhlt,""" đúng chính_xác nhà mình đây không đi thuê xe họ đỗ chắn hết cả cửa_hàng luôn chả buôn_bán được gì luôn nói ra thì bảo ích_kỷ mệt """,1.0,0.0,0.0,0.0
44,test_duinsgfeow,""" tiếc cái mấy đứa mõm thì toàn làm_thuê sao hiểu dc cảm_giác đó khéo ở trọ mà ngta để ké đôi dép thôi cũng la ùm trời rồi bày_đặt lên mạng sống đạo_lý """,1.0,0.0,0.0,0.0
45,test_hcpjwabrol,""" đúng_ra thuê mặt_bằng thôi có thuê đường đâuđường của nhà_nước đường để qua_lại mà vỉa_hè mà đúng luật cũng chỉ có một khúc thôi còn để khúc cho người đi bộ ấy chứ nhưng ai mà đậu xe dưới đường chặn miếng cơm của người_ta thì cũng là thành_phần ý_thức kém ko chấp_nhận được """,1.0,0.0,0.0,0.0
46,test_ciorvqfrlj,""" nghe nặng_lời thế thím e đi làm_thuê đã hó_hé câu nào đâu """,1.0,0.0,0.0,0.0
47,test_lnsozvvqnt,""" vào otofun cmt kiểu gì cũng bị chửi cũng thuê mặt_bằng chứ k thuê vỉa_hè thuê đường má nhớ ngày_xưa thuê ở bạch mai tuần thì ngày có xe chắn trc cửa cửa_hàng thì bé cay vcl """,0.0,1.0,0.0,1.0
48,test_jrsasbwqjh,""" ko quên được ạ gắn liền với bao ký_ức """,1.0,0.0,0.0,0.0
49,test_bzjekcdyjf,""" sống mà toàn nghĩ quá_khứ hoài_vậy """,1.0,0.0,0.0,0.0
50,test_ubzsnsgstz,""" năm đó cả cty cùng sếp đi xem bóng hết sếp giao cho cục tiền hơn triệu mới thu của khách để đi xem bóng thế_là có màn t cùng một bé vp nữa cầm hơn triệu đi coi đá bóng """,1.0,0.0,0.0,0.0
51,test_kflzomhqgg,""" việt nam muôn_năm mà """,1.0,0.0,0.0,0.0
52,test_zmhorwuuae,""" tự_hào tiếng việt_nam """,1.0,0.0,0.0,0.0
53,test_eilckxoelj,""" câu like câu view ít thôi """,1.0,0.0,0.0,0.0
54,test_uyejiqxypy,""" hình_ảnh đẹp và quá tuyệt_vời """,1.0,0.0,0.0,0.0
55,test_doszrkbcbj,""" và hôm đó ngồi xem trận này tôi đã khóc vì thương các chàng trai ấy trận bóng có không nhớ mãi không quên được """,1.0,0.0,0.0,0.0
56,test_nsumdemkvt,""" bóng_đá việt nam ngày nào có đi lên đỉnh_cao lần nữa không thì phải xem lần này ta đi đến đâu mong là sẽ có được chiến_thắng vang_dội """,1.0,0.0,0.0,0.0
57,test_ihakojpkiv,""" bình_thường mà """,1.0,0.0,0.0,0.0
58,test_dlzmspwtod,""" tân ơi tân có quốc_tịch việt nam ko """,1.0,0.0,0.0,0.0
59,test_vlomfbcyvv,""" nhà tôi mất nước có ngày thôi mà đã muốn khóc rồi tân mất nước mấy chục năm chắc sống không bằng chớt mất bạn ko thương còn hỏi câu khó vậy sao tân trả_lời được """,1.0,0.0,0.0,0.0
60,test_wcgjycndhr,""" chiêm_nghiệm đã thấy """,1.0,0.0,0.0,0.0
61,test_qcvwpuydvp,""" uống miếng nước cho đỡ khát đi tân """,1.0,0.0,0.0,0.0
62,test_ilcqpjrbzq,""" bộ_máy cồng_kềnh tân chê chi tiền để tinh_gọn bộ_máy tân cũng chê tân chê mọi thứ trên đời dính đến vn nhưng bên mỹ thì không thấy tân chê cái gì tỉ_lệ thất_nghiệp ở mức cao """,1.0,0.0,0.0,0.0
63,test_lqhyeuywuu,""" mày ngu quá tân à chính_sách hẳn_hoi đó thằng ngu mày bu càng thì làm đếch gì có chính_sách tết này bên đó lạnh không """,0.0,0.0,1.0,2.0
64,test_xzvmfwniwg,""" tân viết cái gì tào_lao quài vậy tân hãy viết ra nhật_ký đu càng của tân đi nhiều like và chia_sẻ lắm á """,1.0,0.0,0.0,0.0
65,test_ypiwflfpds,""" đu sang mỹ có bữa xong cay mấy chục năm ngày nào cũng lên cắn ngang cắn ngược """,1.0,0.0,0.0,0.0
66,test_biysuvxuqr,""" cay nhất là mấy bác lấy cái cổng dinh độc_lập nên tân cay tới bây_giờ """,1.0,0.0,0.0,0.0
67,test_bzfnxgmnpk,""" mỗi năm là dịp lụm tiền cho đầy túi riêng qua các công_trình chỉnh_sửa tha_hồ mà lụm tiền thuế của người dân """,1.0,0.0,0.0,0.0
68,test_pnoekbmzbl,""" tết là phải có đào """,1.0,0.0,0.0,0.0
69,test_yvqhumusut,""" màn trời chiếu đất thì không cần sửa là đúng rồi nhà_cửa đàng_hoàng thì phải sửa_sang chứ """,1.0,0.0,0.0,0.0
70,test_eatxtvsjpm,""" thế tết đến tân không sửa_sang à mà tân có nhà không """,1.0,0.0,0.0,0.0
71,test_cqjdsxbhpl,""" nước còn không có thì sao có nhà được ạ """,1.0,0.0,0.0,0.0
72,test_khlrvguakb,""" họ có quốc_tịch mỹ quốc_tịch nước_ngoài mà tụi bây thèm thấy mọe nhưng xạo lồn chê đồ đó """,0.0,1.0,0.0,1.0
73,test_gtjizbmpxn,""" mỗi lần buồn là lại vô trang của tân coi để cười dô mặt tân đăng mấy cái giải_trí thật """,1.0,0.0,0.0,0.0
74,test_fzvrrsqhal,""" cách nhận_biết mùa tết đang đến """,1.0,0.0,0.0,0.0
75,test_gbqedfmugr,""" sài_gòn cũng có đào nữa """,1.0,0.0,0.0,0.0
76,test_ujlllxusos,""" chán và bực thiệt sự luôn đó bạn bình_thường hổng làm đâu gần tết thì khui ra làm """,1.0,0.0,0.0,0.0
77,test_ffiozfmkhs,""" có sẵn tiền thuế nên cứ tết đến là đào """,1.0,0.0,0.0,0.0
78,test_zmawzgjpxc,""" sống dưới chế_độ của thằng độc_tài vô nhân_tính thì chết sẽ sướng hơn đó """,0.0,0.0,1.0,2.0
79,test_wauxijnbzq,""" đúng là cộng_sản ngu lâu dốt bền_vững nè """,0.0,0.0,1.0,2.0
80,test_wdutshpgus,""" ngu thì chết chứ bệnh_tật gì """,0.0,1.0,0.0,1.0
81,test_lpljcsgoha,""" ảnh chụp hồi_ký ấy đâu camera máy_ảnh giờ có ở khắp nơi sao không chụp vậy """,1.0,0.0,0.0,0.0
82,test_rijqzvltlj,""" tuân theo mệnh_lệnh của một kẻ vô nhân_tính là dở rồi """,0.0,0.0,1.0,2.0
83,test_mexkguzyns,""" mấy ae bắc kì con_rơi mẹ tàu bố nga mãi vẫn chưa thấy a nào vác aka giải_phóng uk hết chán mấy a quá """,0.0,0.0,1.0,2.0
84,test_psgzotluxg,""" chúng_nó bị nhồi_sọ hy_sinh cho cái tôi của thằng đứng đâuchơi ngu lấy tiếng thôihay là là chết trận là chết trong tùnếu k đi đánh trận thì sẽ bị bỏ_tù """,0.0,0.0,1.0,2.0
85,test_bdgccvnvly,""" tất_cả chỉ để phục_vụ con lợn không khác gì lính việt cộng ngày_xưa """,0.0,0.0,1.0,2.0
86,test_mqmgqobwto,""" thời tổng_thống carter mỹ có nhiều chính_sách sai_lầm một trong số đó là giao lại kinh đào cho panama """,1.0,0.0,0.0,0.0
87,test_jsuuamniiv,""" hoan_hô việt tân đưa tin rất hay và thời_sự """,1.0,0.0,0.0,0.0
88,test_rkfqruglke,""" mấy thằng cs thối_tha tanh_hôi độc_ác mà nó còn sống thọ hơn cả ông """,0.0,0.0,1.0,2.0
89,test_qbldxycvzs,""" một đời cống_hiến mong ông an_nghỉ """,1.0,0.0,0.0,0.0
90,test_ihfsnedhuv,""" cô gái ư thay_đổi thành vợ dần đi là vừa """,1.0,0.0,0.0,0.0
91,test_tnzkktrvyu,""" vườn nhà cô ấy nhưng ko nói ai chăm """,1.0,0.0,0.0,0.0
92,test_oygzoqrvrv,""" giải_thích hộ mik vs bạn """,1.0,0.0,0.0,0.0
93,test_ubgkobqpgo,""" thời_buổi này mà có cô gái tuyệt cmn vời như vậy phải hốt ngay chứ còn gì nữa """,0.0,1.0,0.0,1.0
94,test_albvacbawc,""" tôi không chê nhưng để tôi về xin phép vợ tôi đã """,1.0,0.0,0.0,0.0
95,test_lvbaocdjbk,""" để tôi xin hộ bro trần trang chị ơi anh nhà mình có nguyện_vọng ạ """,1.0,0.0,0.0,0.0
96,test_snooymcsja,""" người tàn_ác thường sống thảnh_thơi """,1.0,0.0,0.0,0.0
97,test_ggmlxlhjbc,""" hăm rau củ quả là nghệ_thuật người chăm là cả một nghệ_sĩ và nghệ_sĩ ấy là cô gái trẻ thì chắc_chắn là vợ tôi ông nghĩ xem mỗi ngày bữa cơm của ông toàn những củ quả siêu sạch ko phải lo về ba cái đồ thuốc như vụ giá đỗ bhx chẳng_hạn nghĩ thôi đã muốn lấy cô ấy làm vợ rồi """,1.0,0.0,0.0,0.0
98,test_feljjxzmsm,""" bạn suy_nghĩ xa quá dồi vợ tôi bị dạ_dày nên tôi phải hỏi cho kỹ chứ lấy ớt về ko ăn đc thì tôi lại phải ăn hết ah """,1.0,0.0,0.0,0.0
99,test_istfdmpefe,""" nhiều yếu_tố hiếm có ai trồng cây_trồng hoa_quả mà tính_cách cục xúc họ rất điềm_tĩnh và kiên_nhẫn thứ ấy là thứ rất ít bà vợ nào trên đời này đạt được """,1.0,0.0,0.0,0.0
100,test_rfmndvfzoz,""" đồ nhà tui trồng được ai quý lắm mới cho đó tiến lên bồ ơi """,1.0,0.0,0.0,0.0
101,test_jwktvkvtni,""" tôi cũng thích trồng nọ trồng kia mà khổ trồng cái gì chết cái đấy duy_nhất cây sống trong tay tôi vẫn tốt là cây lưỡi hổ nó còn cao bằng tôi luôn """,1.0,0.0,0.0,0.0
102,test_faxtxqkqfu,""" trồng được lưỡi hổ là giỏi rùi á văn_phòng tui có cây lưỡi hổ mà để vài tuần là nó vàng_vọt ỉu_xìu hết luôn không biết có ai đổ bã trà hay cà_phê vào nó nhiều quá hem mà trông nó buồn ngang """,1.0,0.0,0.0,0.0
103,test_hdqylqpjxr,""" trc tôi để trong nhà xong nó cữ oặt oèo thế_là tôi mang ra sân để nó tự sinh tự diệt thì nó sống tốt nó còn nở cả hoa việc duy_nhất tôi là là nhìn nó thôi """,1.0,0.0,0.0,0.0
104,test_pcobpaipfl,""" ăn cà_chua trồng tại nhà_ăn sống ngon_ngọt giòn """,1.0,0.0,0.0,0.0
105,test_xkfvlcmads,""" này là yêu thôi đừng cưới """,1.0,0.0,0.0,0.0
106,test_pwvnhozkpa,""" sắp rồi mà nói mồm ai tin được """,1.0,0.0,0.0,0.0
107,test_wpzxslnhet,""" tôi ko tin bằng_chứng đâu """,1.0,0.0,0.0,0.0
108,test_tudgzbdfca,""" bên tiktok cũng có bà chuyên chia_sẻ giỏ thu_hoạch của bà ấy đem tặng mỗi khi được mời qua nhà chồng tương_lai ăn tối đáng yêu lắm luôn í """,1.0,0.0,0.0,0.0
109,test_icpiqjxtpf,""" cho mình xin tên với ạ """,1.0,0.0,0.0,0.0
110,test_kojawqguro,""" mua thêm tí sườn với ớt chuông làm sườn xào chua_ngọt rồi mời cổ qua """,1.0,0.0,0.0,0.0
111,test_rnrbxyafym,""" mua cả ớt chuông nữa đảm_bảo gấp đôi độ ngon """,1.0,0.0,0.0,0.0
112,test_fqvqgqnptg,""" đi chọn nhẫn_cưới dần đi chứ còn gì nữa """,1.0,0.0,0.0,0.0
113,test_hzogkdjrdm,""" có bé hàng_xóm nào tặng a chưa """,1.0,0.0,0.0,0.0
114,test_fscpdulnxj,""" bị lừa đấy """,1.0,0.0,0.0,0.0
115,test_aibiirfegr,""" được anh này tặng hải_sản cho thì cũng bá cháy v """,1.0,0.0,0.0,0.0
116,test_bqxbtzfrxa,""" đáng yêu thật_sự """,1.0,0.0,0.0,0.0
117,test_pqtzdnjcvq,""" dễ_thương """,1.0,0.0,0.0,0.0
118,test_pijsjxqwau,""" t có trồng cây cốc thái chắc hái quả đem tặng cùng vs chén muối ớt """,1.0,0.0,0.0,0.0
119,test_eldiuivoho,""" vườn nhà tôi cũng có """,1.0,0.0,0.0,0.0
120,test_tgyadbxzeu,""" dễ_thương thật_sự """,1.0,0.0,0.0,0.0
121,test_oodklpskgy,""" nhà tui chỉ có mít thái """,1.0,0.0,0.0,0.0
122,test_bldlxmkxtg,""" dm đi mua nhẫn ngay """,0.0,1.0,0.0,1.0
123,test_lrgcnerhqg,""" đi mua nhẫn_cưới thôi """,1.0,0.0,0.0,0.0
124,test_rwxqlhdupp,""" quý lắm mới tặng í nhe trồng cà_chua ko có_dễ """,1.0,0.0,0.0,0.0
125,test_xgdxwtqglk,""" vô_duyên vc """,0.0,1.0,0.0,1.0
126,test_stykeyozth,""" ý là vô_duyên vc ạ """,0.0,1.0,0.0,1.0
127,test_mhgwyeqwln,""" khán_giả văn_minh ghê """,1.0,0.0,0.0,0.0
128,test_qsrcyagfjt,""" bị nhét chữ vào mồm """,1.0,0.0,0.0,0.0
129,test_nnyolgtwgj,""" vô_duyên vãi nhỏ nào hô xong thấy mấy bài này thì tự_ái r kiểm_điểm lại nết của mình đi """,1.0,0.0,0.0,0.0
130,test_aeifqjgrcv,""" vô_duyên mà tưởng mình hài_hước """,1.0,0.0,0.0,0.0
131,test_itmznlgomd,""" khán_giả vô_duyên thật_sự """,0.0,0.0,1.0,2.0
132,test_bvqzvviuho,""" bớt vô_duyên để người_ta còn làm_bạn được với nhau """,1.0,0.0,0.0,0.0
133,test_jffteyfsoc,""" vô_duyên vcl cmày bị lsao đấy """,0.0,0.0,1.0,2.0
134,test_tnunkcteun,""" vô_duyên thì thôi """,1.0,0.0,0.0,0.0
135,test_edxjmvtqix,""" vd vãi đcm """,0.0,1.0,0.0,1.0
136,test_eprrgzmcqp,""" tha cho chị đi mấy đứa """,1.0,0.0,0.0,0.0
137,test_gzlewcrbob,""" t thấy chia_tay rồi cứ réo tên nyc nó bị khó_chịu ấy rưởng tượng mình với thằng nyc hãm loz chia_tay lâu rồi mà bạn_bè cứ nhắc đi nhắc lại ấy """,0.0,0.0,1.0,2.0
138,test_lyytpxxjyl,""" tội tàng_trữ sắc_đẹp trái_phép """,1.0,0.0,0.0,0.0
139,test_efnlugxekm,""" đùa em """,1.0,0.0,0.0,0.0
140,test_kpcqkaxgsp,""" thầy lại theo bạn gia_nhập băng_đảng à thầy thôi đi làm bảo_vệ cho nó thiện lành """,1.0,0.0,0.0,0.0
141,test_qrdrfwcjcv,""" e nghĩ thầy nên làm diễn_viên hài sẽ nhiều tiền và nổi_tiếng nhanh hơn ạ """,1.0,0.0,0.0,0.0
142,test_btvchlbffw,""" anh_em ruột hay sao mà pose dáng y nhau thế ạ """,1.0,0.0,0.0,0.0
143,test_vypqiypkcv,""" chắc là anh nhớ nghề diễn_viên thôi đúng k ạ """,1.0,0.0,0.0,0.0
144,test_ztdqfdvfpk,""" thầy ko làm diễn_viên thật lãng_phí tài_năng ạ """,1.0,0.0,0.0,0.0
145,test_rduoqyrvng,""" thầy đóng phim nào v thầy """,1.0,0.0,0.0,0.0
146,test_hyadntatkb,""" pose cái dáng chuẩn đét thầy ạ """,1.0,0.0,0.0,0.0
147,test_ontphyldhv,""" chưa lên_lớp là tranh_thủ tấu hài luôn ạ """,1.0,0.0,0.0,0.0
148,test_nopwvuhhix,""" chắc là thầy lại đang đóng phim thôi """,1.0,0.0,0.0,0.0
149,test_opzbrmniec,""" anh lại ko đội mũ đúng không a """,1.0,0.0,0.0,0.0
150,test_rztvihrxwx,""" em chịu anh """,1.0,0.0,0.0,0.0
151,test_tuprdfeunt,""" chắc cũng mất kha_khá a nhỉ """,1.0,0.0,0.0,0.0
152,test_pypslcvykm,""" cái câu anh ơi có gì bỏ_qua dùm em tiếng anh là gì á thầy nhỉ """,1.0,0.0,0.0,0.0
153,test_lgcjgajfol,""" đi xem chọn nhầm bản lồng_tiếng việt mới chối """,1.0,0.0,0.0,0.0
154,test_amszaqbpsc,""" chỗ tui có mỗi bản phụ_đề thôi """,1.0,0.0,0.0,0.0
155,test_szhatwzclc,""" ôi xem_lại bản phụ_đề đi bạn loa trong rạp khiến giọng howl đỉnh_cao lém nghe mà phê gì đâu """,1.0,0.0,0.0,0.0
156,test_nmsucrojma,""" netflix có mà cứ thích đi xem rạp v mình hôm_qua đi xem_lại r đúng đỉnh điên """,1.0,0.0,0.0,0.0
157,test_gemnxsijpr,""" tại xem rạp cái nhan_sắc ấy nó được phóng to rồi đập thẳng vô mặt ấy """,1.0,0.0,0.0,0.0
158,test_ntmxmhojzl,""" á chồng iu ơi """,1.0,0.0,0.0,0.0
159,test_pbdkzvvsjo,""" chồng iu """,1.0,0.0,0.0,0.0
160,test_ozojrxeoit,""" t nghe bản tiếng anh từ đầu """,1.0,0.0,0.0,0.0
161,test_dptcznaenh,""" nay đi xem vé thì phụ_đề nhưng lại được nghe lồng_tiếng """,1.0,0.0,0.0,0.0
162,test_pxbvhbtgpn,""" đẹp_trai quá """,1.0,0.0,0.0,0.0
163,test_hnhqwjxbfz,""" a này là thần_tượng của chị đấy chị mê a này lắm xem gần hết phim a ý đóng rồi """,1.0,0.0,0.0,0.0
164,test_cijnczreos,""" ng đàn_ông đẹp_trai nhất nhật bản nè """,1.0,0.0,0.0,0.0
165,test_aivfvkgoqj,""" quá đẹp """,1.0,0.0,0.0,0.0
166,test_sdcshkgtqw,""" ủa là người_ta làm lại phim hoạt_hình bản mới hả """,1.0,0.0,0.0,0.0
167,test_vqwevsplyh,""" trời howl phiên_bản thật """,1.0,0.0,0.0,0.0
168,test_oxmkshslru,""" tuy anh ở dơ nhưng vì anh đẹp_trai nên em tha_thứ """,1.0,0.0,0.0,0.0
169,test_jnydltjlnl,""" sao ảnh giống nguyên_mẫu howl_vậy trời """,1.0,0.0,0.0,0.0
170,test_pidmgmypiy,""" gấp đôi sự đẹp_trai """,1.0,0.0,0.0,0.0
171,test_meviadpals,""" nghe giọng mún gụng trứng """,1.0,0.0,0.0,0.0
172,test_qnqoraddxa,""" đẹp từ ở phim ra đến đời thực """,1.0,0.0,0.0,0.0
173,test_pukjmqbeva,""" xem hôm_qua hay lắm luôn nha """,1.0,0.0,0.0,0.0
174,test_onmflfvyei,""" moá đẹp như howl """,1.0,0.0,0.0,0.0
175,test_acwhlfwgyt,""" giờ xem_lại lần nữa ko nhỉ """,1.0,0.0,0.0,0.0
176,test_zwdfpekrom,""" chờ em anh oii """,1.0,0.0,0.0,0.0
177,test_zqqjmmveet,""" còn ai thích_hợp hơn a để nói câu này nữa """,1.0,0.0,0.0,0.0
178,test_gwlrmhakon,""" thầy kì_thị à mà k cho ôm nhau """,1.0,0.0,0.0,0.0
179,test_zgngzbfnws,""" vẫn sợ như ngày nào """,1.0,0.0,0.0,0.0
180,test_nhdgfhqegw,""" quen quen """,1.0,0.0,0.0,0.0
181,test_fzlzwpaukj,""" trc xuân học thầy này nhỉ hài vc """,0.0,1.0,0.0,1.0
